Market Code,PID,Product Category 1,Product Category 2,Product Category 3,Product Description,Brand,Pack Size,Measure,[SM] Michael O'Loughlin Butchers SKU,[SM] Michael O'Loughlin Butchers Best Price List,[SM] Michael O'Loughlin Butchers In Stock,[SM] Michael O'Loughlin Butchers Best Price,[SM] Michael O'Loughlin Butchers Units per Case,[SM] Michael O'Loughlin Butchers Converted To,[SM] Michael O'Loughlin Butchers Unit Price,[SM] Musgrave SKU,[SM] Musgrave Best Price List,[SM] Musgrave In Stock,[SM] Musgrave Best Price,[SM] Musgrave Units per Case,[SM] Musgrave Converted To,[SM] Musgrave Unit Price,[SM] Smyths Butchers SKU,[SM] Smyths Butchers Best Price List,[SM] Smyths Butchers In Stock,[SM] Smyths Butchers Best Price,[SM] Smyths Butchers Units per Case,[SM] Smyths Butchers Converted To,[SM] Smyths Butchers Unit Price,Ballycotton Seafood SKU,Ballycotton Seafood Best Price List,Ballycotton Seafood In Stock,Ballycotton Seafood Best Price,Ballycotton Seafood Units per Case,Ballycotton Seafood Converted To,Ballycotton Seafood Unit Price,Flesk Meats & Food Service Ltd SKU,Flesk Meats & Food Service Ltd Best Price List,Flesk Meats & Food Service Ltd In Stock,Flesk Meats & Food Service Ltd Best Price,Flesk Meats & Food Service Ltd Units per Case,Flesk Meats & Food Service Ltd Converted To,Flesk Meats & Food Service Ltd Unit Price,Frylite Ltd SKU,Frylite Ltd Best Price List,Frylite Ltd In Stock,Frylite Ltd Best Price,Frylite Ltd Units per Case,Frylite Ltd Converted To,Frylite Ltd Unit Price,John Lane & Sons Tralee Ltd SKU,John Lane & Sons Tralee Ltd Best Price List,John Lane & Sons Tralee Ltd In Stock,John Lane & Sons Tralee Ltd Best Price,John Lane & Sons Tralee Ltd Units per Case,John Lane & Sons Tralee Ltd Converted To,John Lane & Sons Tralee Ltd Unit Price,La Rousse Foods SKU,La Rousse Foods Best Price List,La Rousse Foods In Stock,La Rousse Foods Best Price,La Rousse Foods Units per Case,La Rousse Foods Converted To,La Rousse Foods Unit Price,Lee Strand Co-operative Creamery Ltd SKU,Lee Strand Co-operative Creamery Ltd Best Price List,Lee Strand Co-operative Creamery Ltd In Stock,Lee Strand Co-operative Creamery Ltd Best Price,Lee Strand Co-operative Creamery Ltd Units per Case,Lee Strand Co-operative Creamery Ltd Converted To,Lee Strand Co-operative Creamery Ltd Unit Price,Lynas Foodservice Ltd SKU,Lynas Foodservice Ltd Best Price List,Lynas Foodservice Ltd In Stock,Lynas Foodservice Ltd Best Price,Lynas Foodservice Ltd Units per Case,Lynas Foodservice Ltd Converted To,Lynas Foodservice Ltd Unit Price,Mary's Fish T/A Chef's Choice Fish Company Ltd SKU,Mary's Fish T/A Chef's Choice Fish Company Ltd Best Price List,Mary's Fish T/A Chef's Choice Fish Company Ltd In Stock,Mary's Fish T/A Chef's Choice Fish Company Ltd Best Price,Mary's Fish T/A Chef's Choice Fish Company Ltd Units per Case,Mary's Fish T/A Chef's Choice Fish Company Ltd Converted To,Mary's Fish T/A Chef's Choice Fish Company Ltd Unit Price,Robert Roberts/ Findlater & Co SKU,Robert Roberts/ Findlater & Co Best Price List,Robert Roberts/ Findlater & Co In Stock,Robert Roberts/ Findlater & Co Best Price,Robert Roberts/ Findlater & Co Units per Case,Robert Roberts/ Findlater & Co Converted To,Robert Roberts/ Findlater & Co Unit Price,Star Seafoods Ltd SKU,Star Seafoods Ltd Best Price List,Star Seafoods Ltd In Stock,Star Seafoods Ltd Best Price,Star Seafoods Ltd Units per Case,Star Seafoods Ltd Converted To,Star Seafoods Ltd Unit Price,Sysco Ireland SKU,Sysco Ireland Best Price List,Sysco Ireland In Stock,Sysco Ireland Best Price,Sysco Ireland Units per Case,Sysco Ireland Converted To,Sysco Ireland Unit Price,Wicked Desserts Ltd SKU,Wicked Desserts Ltd Best Price List,Wicked Desserts Ltd In Stock,Wicked Desserts Ltd Best Price,Wicked Desserts Ltd Units per Case,Wicked Desserts Ltd Converted To,Wicked Desserts Ltd Unit Price,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) SKU,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Best Price List,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) In Stock,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Best Price,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Units per Case,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Converted To,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Unit Price,Wrights of Howth SKU,Wrights of Howth Best Price List,Wrights of Howth In Stock,Wrights of Howth Best Price,Wrights of Howth Units per Case,Wrights of Howth Converted To,Wrights of Howth Unit Price
,780872,Food,Frozen: Desserts,"Puddings, Crumbles & Bakes (Frozen)",Pudding Date &amp; Butterscotch,,1x15each,each,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0,pdb,Greyhound Racing Ireland Group Price List,Yes,0,15.0000000,each,0
,957962,Food,Frozen: Desserts,Roulades & Pavlovas (Frozen),Pavlova Base : 14 ptns,,1x1each,each,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,5595F,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0
,644432,Food,Frozen: Desserts,Roulades & Pavlovas (Frozen),White Chocolate &amp; Raspberry : Roulade,,2x10each,each,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0,5377,Greyhound Racing Ireland Group Price List,Yes,0,20.0000000,each,0
,1217049,Food,Frozen: Desserts,Trifles & Mousse (Frozen),Wicked Chocolate Mousse : Triple : Individual,Wicked,28x100g,g,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0,itcm,Greyhound Racing Ireland Group Price List,Yes,0,2.8000000,kg,0
,713743,Food,Ambient & Chilled: Dried Pasta & Noodles,Linguine,Linguine,,24x500g,g,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0
Dry,480004,Food,Ambient & Chilled: Dried Pasta & Noodles,Noodles,Lucky Boat Noodles : No 2 : Fine,Lucky Boat,1x7.7kg,kg,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0,S4014,Greyhound Racing Ireland Group Price List,Yes,0,7.7000000,kg,0
Dry,363931,Food,Ambient & Chilled: Dried Pasta & Noodles,Penne,CS (Chef Selection) Penne,CS (Chef Selection),4x3kg,kg,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0,S7185,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,kg,0
,820790,Food,Ambient & Chilled: Dried Pasta & Noodles,Spaghetti,Spaghetti,,2x5kg,kg,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0,PA050,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,kg,0
,1374124,Food,Frozen: Fish & Seafood,Fish (Frozen),Cod : 200-230g (7-8oz) : Fillets,,18x1each,each,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0,1912,Greyhound Racing Ireland Group Price List,Yes,0,18.0000000,each,0
,1490574,Food,Frozen: Fish & Seafood,Fish (Frozen),Cod : Fillets : Skinless & Boneless : 450-900g,,Kg,kg,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,11001,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
,635843,Food,Frozen: Fish & Seafood,Fish (Frozen),Cod : Frozen At Sea,,1x6.81kg,kg,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0,1242,Greyhound Racing Ireland Group Price List,Yes,0,6.8100000,kg,0
,1612718,Food,Frozen: Fish & Seafood,Fish (Frozen),Cod : IQF,,1x4.54kg,kg,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0,1008,Greyhound Racing Ireland Group Price List,Yes,0,4.5400000,kg,0
,1439574,Food,Frozen: Fish & Seafood,Fish (Frozen),Salmon : Portions : 85-110g (3-4oz),,10x1each,each,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0,1760,Greyhound Racing Ireland Group Price List,Yes,0,10.0000000,each,0
,1089939,Food,Frozen: Fish & Seafood,Fish (Frozen),Seafood Chowder : Mix,,1x2kg,kg,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0,FS026,Greyhound Racing Ireland Group Price List,Yes,0,2.0000000,kg,0
,645438,Food,Frozen: Fish & Seafood,Prawns & Other (Frozen),Clams : Meat,,Kg,kg,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
,951213,Food,Frozen: Fish & Seafood,Prawns & Other (Frozen),Clams : Whole,,Kg,kg,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0,CLAMWHLFZ,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,kg,0
